	region	country_code
1151	Tabakali	SN
1152	Tabadinnto	SN
1153	Tabadian	SN
1154	Tabadian	SN
1155	Tabadian	SN
1156	Tabadialene	SN
1157	Taba	SN
1158	Taba	SN
1159	Suzana	SN
1160	Suma Kunda Bakary	SN
1161	Foret Classee de Suelle	SN
1162	Suel	SN
1163	Pointe Sud	SN
1164	Passe du Sud	SN
1165	Banc du Sud	SN
1166	Subikouroto	SN
1167	Soyonadji	SN
1168	Soudouta	SN
1169	Soutoure	SN
1170	Soutoukoundi	SN
1171	Soutouba Dimaba	SN
1172	Soutouba	SN
1173	Soutouba	SN
1174	Soutou	SN
1175	Soussoutou	SN
1176	Soussoum Sanda	SN
1177	Soussane	SN
1178	Soussane	SN
1179	Souska	SN
1180	Sous	SN
1181	Souroundou	SN
1182	Souroumdou	SN
1183	Souroukoto	SN
1184	Sourou	SN
1185	Sourou	SN
1186	Souro Beli	SN
1187	Souriel Salif	SN
1188	Souriel Ndiobo	SN
1189	Sourel Moulaye	SN
1190	Souraye	SN
1191	Soura Guinde	SN
1192	Soupa	SN
1193	Soun Wolof	SN
1194	Soun Serer	SN
1195	Soungrougrou	SN
1196	Soundoutourou	SN
1197	Soumtokolo	SN
1198	Soumoun	SN
1199	Soumoukounda	SN
1200	Soumboundou	SN
1201	Soumboundou	SN
1202	Soumbel	SN
1203	Soumbedioun	SN
1204	Soumaniko	SN
1205	Soumaliko	SN
1206	Soum	SN
1207	Ile de Soultouk	SN
1208	Soulabali	SN
1209	Soukoutoto	SN
1210	Soukoutoto	SN
1211	Soukoutoto	SN
1212	Soukouto	SN
1213	Soukouta	SN
1214	Soukouta	SN
1215	Soukouta	SN
1216	Soukouta	SN
1217	Soukoune Mare	SN
1218	Soukoundou	SN
1219	Soukoundou	SN
1220	Soukoundou	SN
1221	Soukoudou Seno	SN
1222	Soukoto	SN
1223	Soukoto	SN
1224	Soukem	SN
1225	Souima	SN
1226	Souga	SN
1227	Soufa Niama	SN
1228	Soudueli	SN
1229	Soudoutrou Aliguidibi	SN
1230	Vendou Soudoutrou	SN
1231	Vendou Soudou Bourli	SN
1232	Soudji	SN
1233	Soudiane Loul	SN
1234	Soudiane Bambara	SN
1235	Soudiane	SN
1236	Soudewol	SN
1237	Souda	SN
1238	Souboute	SN
1239	Soubanik	SN
1240	Soubalo Mbouba	SN
1241	Soubakounda	SN
1242	Souare Kounda	SN
1243	Souaki	SN
1244	Sotokoye	SN
1245	Sotokoye	SN
1246	Sotokoto Boulou	SN
1247	Sossobe	SN
1248	Sorsorobougou	SN
1249	Soror	SN
1250	Sorone	SN
1251	Sorom	SN
1252	Sorokoto Koba	SN
1253	Sorokogne	SN
1254	Sorok	SN
1255	Sorinngo Toucouleur	SN
1256	Soringo Sebe	SN
1257	Soringo Poular	SN
1258	Soringo	SN
1259	Vendou Sori	SN
1260	Soreto Saboussire	SN
1261	Sorange	SN
1262	Ile de Sor	SN
1263	Sor	SN
1264	Sop	SN
1265	Sop	SN
1266	Sonkounkou	SN
1267	Sonkoron	SN
1268	Sonkokounda	SN
1269	Sonkodou	SN
1270	Songane	SN
1271	Sonfara	SN
1272	Sone	SN
1273	Sonako	SN
1274	Somono	SN
1275	Somone	SN
1276	Somone	SN
1277	Sombade	SN
1278	Sombe	SN
1279	Soma Mande	SN
1280	Somak	SN
1281	Soma	SN
1282	Som	SN
1283	Som	SN
1284	Som	SN
1285	Som	SN
1286	Solobene	SN
1287	Solmeo	SN
1288	Soliko	SN
1289	Solibane	SN
1290	Solbok	SN
1291	Sol Bade	SN
1292	Sokori	SN
1293	Foret Classee de Sokone	SN
1294	Bolon Sokone	SN
1295	Sokone	SN
1296	Sokodou	SN
1297	Sokodofi	SN
1298	Sokanou	SN
1299	Sogobe Naire	SN
1300	Reserve Sylvo-Pastorale de Sogobe	SN
1301	Sofaniama	SN
1302	Sodiankounda	SN
1303	Sode	SN
1304	Soboulde	SN
1305	Sobo	SN
1306	Sobene	SN
1307	Sobene	SN
1308	Sobel	SN
1309	Cap Skiring	SN
1310	Reserve Sylvo-Pastorale des Six Forages	SN
1311	Siwol	SN
1312	Siwiabe	SN
1313	Sivol	SN
1314	Siviabe	SN
1315	Sivi Abe	SN
1316	Sivalde	SN
1317	Sival	SN
1318	Sival	SN
1319	Sitoukene	SN
1320	Sitouama	SN
1321	Sitokoto	SN
1322	Sitaoule Yeradiala	SN
1323	Sitaoule Boure Kamara	SN
1324	Sitaoule	SN
1325	Sitandi	SN
1326	Sitakourou	SN
1327	Sitadian	SN
1328	Sita Dala Mare	SN
1329	Sitabanta	SN
1330	Sitaba	SN
1331	Sita	SN
1332	Sissekounda	SN
1333	Sissao	SN
1334	Sisal	SN
1335	Sirman Diala	SN
1336	Sirman	SN
1337	Sirou Ouro	SN
1338	Sirhane	SN
1339	Sira	SN
1340	Sipo	SN
1341	Sipane	SN
1342	Sipane	SN
1343	Sioure	SN
1344	Aire Sioul	SN
1345	Siouel	SN
1346	Sioual	SN
1347	Sintiou Yoro Mbaye	SN
1348	Sintiou Yerede	SN
1349	Sintiou Yalabe	SN
1350	Sinntiou Velinngara	SN
1351	Sintiou Vanar	SN
1352	Sinntiou Toura	SN
1353	Sintiou Tierno	SN
1354	Sintiou Tiarigne	SN
1355	Sintiou Tiapato	SN
1356	Sintiou Tiamene	SN
1357	Sintiou Tiambala	SN
1358	Sintiou Tiako	SN
1359	Sintiou Tapsirou	SN
1360	Sintiou Soufa	SN
1361	Sintiou Samba Ndiarde	SN
1362	Sintiou Sileye	SN
1363	Sintiou Sapane	SN
1364	Sintiou Sanbassira	SN
1365	Sintiou Samba Toulou	SN
1366	Sintiou Samba Diallo	SN
1367	Sinntiou Salo	SN
1368	Sintiou Sali	SN
1369	Sinntiou Saga	SN
1370	Sintiou Sadiali	SN
1371	Sintiouroudissi	SN
1372	Wallan Sintiou	SN
1373	Sintiou Pir	SN
1374	Sintiou Penaga	SN
1375	Sintiou Pate	SN
1376	Sintiou Oumarou	SN
1377	Sintiou Oumar Diara	SN
1378	Sintiou Ouakha	SN
1379	Sinntiou Omar Lile	SN
1380	Sintiou Ndiol	SN
1381	Sintiou Ndiobene	SN
1382	Sintiou Naba	SN
1383	Sintiou Mour	SN
1384	Sintiou Mour	SN
1385	Sintiou Mogo	SN
1386	Sintiou Modi	SN
1387	Sintiou Missira	SN
1388	Sintiou Merina	SN
1389	Sintiou Meissa	SN
1390	Sintiou Medina	SN
1391	Sintiou Mbadane	SN
1392	Sinntiou Mayo	SN
1393	Sintiou Mayel	SN
1394	Sintiou Marse	SN
1395	Sintiou Maniki	SN
1396	Sintiou Mandar	SN
1397	Sintiou Mamout	SN
1398	Sintiou Mamar Mbaye	SN
1399	Sintiou Mamadou Sire	SN
1400	Sintiou Mamadou Boubou	SN
1401	Sinntiou-Mamadou	SN
1402	Sintiou Malem	SN
1403	Sintiou Maka	SN
1404	Sintiou Maka	SN
1405	Sintiou Maka	SN
1406	Sinntiou Maka	SN
1407	Sintiou Lotoke	SN
1408	Sinntiou Kotie	SN
1409	Sintiou Kotiari	SN
1410	Sintiou Kolonto	SN
1411	Sintiou Kolinka	SN
1412	Sintiou Koel	SN
1413	Sintiou Kilimane	SN
1414	Sintiou Kanene	SN
1415	Sintiou Kagnoube	SN
1416	Sintiou Kafate	SN
1417	Sintiou Idi	SN
1418	Sinntiou Hierikounda Kinndemeri	SN
1419	Sinntiou Hara	SN
1420	Sintiou Gueye	SN
1421	Sintiou Gourou	SN
1422	Sintiou Goudaguene	SN
1423	Sintiou Godor Sow	SN
1424	Sintiou Godiouol	SN
1425	Sintiou Gnani	SN
1426	Sinntiou Gaya	SN
1427	Sintiou Ganiado	SN
1428	Sinntiou Galo	SN
1429	Sintiou Gaderi	SN
1430	Sinntiou Foulbe	SN
1431	Sintiou Fissa	SN
1432	Sintiou Fass	SN
1433	Sintiou Fas	SN
1434	Sintiou Faragbe	SN
1435	Sinntiou Faoura	SN
1436	Sintiou Ere Sire	SN
1437	Sintiou Dourinabe	SN
1438	Sintiou Doubel	SN
1439	Sintiou Doube	SN
1440	Sintiou Dioye	SN
1441	Sintiou Diors	SN
1442	Sintiou Diolo	SN
1443	Sintiou Diokou	SN
1444	Sinntiou Diohe	SN
1445	Sintiou Demba	SN
1446	Sintiou Demba	SN
1447	Sintiou Dimbe	SN
1448	Sintiou Dieli	SN
1449	Sintiou Diara	SN
1450	Sinntiou-Dianke-Makam	SN
1451	Sintiou Diame	SN
1452	Sintiou Diamdioro	SN
1453	Sintiou Diamal	SN
1454	Sintiou Dialo	SN
1455	Sintiou Dialegue	SN
1456	Sintiou Dene Ndao	SN
1457	Sintiou Dembaya	SN
1458	Sintiou Demba Saidou	SN
1459	Sintiou Demba	SN
1460	Sintiou Deboukoule	SN
1461	Sintiou Dangde	SN
1462	Sintiou Damba	SN
1463	Sintiou Boyenadji	SN
1464	Sintiou Boubou	SN
1465	Sintiou Bouma	SN
1466	Sintiou Boto	SN
1467	Sintiou Bokar Kobor	SN
1468	Sinntiou Bokar Dinba	SN
1469	Sintiou Bokar Ali	SN
1470	Sintiou Bakar Ali	SN
1471	Sintiou Bogguel	SN
1472	Sintiou Bilali	SN
1473	Sintiou Bay Ladji	SN
1474	Sintiou Barinabe	SN
1475	Sintiou Bara	SN
1476	Sinntiou Bankou	SN
1477	Sintiou Bamba	SN
1478	Sintiou Bamba	SN
1479	Sintiou Bamambe	SN
1480	Sintiou Bala Rassine	SN
1481	Sinntiou Bakari	SN
1482	Sintiou Baiti	SN
1483	Sintiou Badiara	SN
1484	Sintiou Baba	SN
1485	Sintiou Amat Modi	SN
1486	Sintiou Amal Ali	SN
1487	Sintiou Amadou Mariama	SN
1488	Sintiou Alassane	SN
1489	Sintiou Adar	SN
1490	Sintiou Diongui	SN
1491	Sintiep Sine	SN
1492	Sintie Belbouk	SN
1493	Sintie Alenndao	SN
1494	Sintian Yero	SN
1495	Sintian Woumbe	SN
1496	Sintian Tamba	SN
1497	Sintian Tamalel	SN
1498	Sintian Sori	SN
1499	Sintian Sora	SN
1500	Sintian Sili	SN
1501	Sintian Sara	SN
1502	Sintian Sana	SN
1503	Sintian Sambaoule	SN
1504	Sintian Samba Foula	SN
1505	Sintian Samba	SN
1506	Sintian Pate	SN
1507	Sintian Nafa	SN
1508	Sintiane-Mbarke	SN
1509	Sintian Maounde	SN
1510	Sintian Mandi	SN
1511	Sintian Madou	SN
1512	Sintian Lountan	SN
1513	Sintian Labe	SN
1514	Sintian Koumba Diouma	SN
1515	Sintian Korop	SN
1516	Sintian Koli	SN
1517	Sintian Koba	SN
1518	Sintian Kenadi	SN
1519	Sintian Kelefa	SN
1520	Sintian Irodi	SN
1521	Sintian Goundo	SN
1522	Sintian Gana Boiro	SN
1523	Sintian Fode	SN
1524	Sintian Doulde	SN
1525	Sintian Doue	SN
1526	Sintian Diobo	SN
1527	Sintian Diae	SN
1528	Sintian Daouadi	SN
1529	Sintian Alanzo	SN
1530	Sintian Abib	SN
1531	Sintian Abdoulaye	SN
1532	Sintian	SN
1533	Sintiane	SN
1534	Sinthie Faraba	SN
1535	Sinou Yoro	SN
1536	Sinou Pek	SN
1537	Sinou Madiaga	SN
1538	Sinoubar	SN
1539	Sinoboval	SN
1540	Sinntiou Nguerane	SN
1541	Sinntial Maboube	SN
1542	Sinntia Diaye	SN
1543	Sinntia Demba	SN
1544	Sinnsan Sambakourou	SN
1545	Sinnsan Sambakourou	SN
1546	Sinkountou	SN
1547	Sinnki Soumeta	SN
1548	Sinnki Sambadao	SN
1549	Sinnki	SN
1550	Sinnkare Boulou	SN
1551	Sinngoumbo Sal	SN
1552	Sinne	SN
1553	Sinndifou	SN
1554	Sinndiane Kibik	SN
1555	Sinndiane	SN
1556	Sinndabou	SN
1557	Singuere	SN
1558	Singuere	SN
1559	Singuer	SN
1560	Sing Sing	SN
1561	Singop Tilidji	SN
1562	Singalene	SN
1563	Reserve Sylvo-Pastorale du Sine-Saloum	SN
1564	Sine Ouad	SN
1565	Sine Moktar	SN
1566	Sine Mbarik	SN
1567	Sine Makoumba	SN
1568	Sine Leye Kane	SN
1569	Sine Kane	SN
1570	Sine Kane	SN
1571	Sine Gueye	SN
1572	Sinedone	SN
1573	Sinediane	SN
1574	Sine Bilali	SN
1575	Sinebakeur	SN
1576	Sine Altere	SN
1577	Sine	SN
1578	Sine	SN
1579	Sine	SN
1580	Sine	SN
1581	Sine	SN
1582	Sine	SN
1583	Tchangol Sindou	SN
1584	Sindou	SN
1585	Sindina	SN
1586	Sindian	SN
1587	Sindialong	SN
1588	Sindia	SN
1589	Simbiri	SN
1590	Sinalla	SN
1591	Sina	SN
1592	Simon Hamdallaye	SN
1593	Simon Diene	SN
1594	Siminti Old	SN
1595	Siminti	SN
1596	Simenti Airport	SN
1597	Simenti	SN
1598	Simbi	SN
1599	Simbara	SN
1600	Simbar	SN
1601	Simbani	SN
1602	Simbandi Brassou	SN
1603	Simbandi Balant	SN
1604	Marigot de Simal	SN
1605	Simal	SN
1606	Simakounda	SN
1607	Sima	SN
1608	Silorou	SN
1609	Silmane	SN
1610	Sillakounda	SN
1611	Silla	SN
1612	Silinkine	SN
1613	Silik	SN
1614	Marigot de Silif	SN
1615	Silif	SN
1616	Sili	SN
1617	Silaya Silakounda	SN
1618	Silat	SN
1619	Silane	SN
1620	Silame	SN
1621	Silakounda	SN
1622	Sillakounda Diakha	SN
1623	Sillakounda	SN
1624	Sila Kounda	SN
1625	Silabe	SN
1626	Sil	SN
1627	Sikounda	SN
1628	Sikoum	SN
1629	Sikmat	SN
1630	Sikilo	SN
1631	Sikatoroum	SN
1632	Siganar	SN
1633	Sig	SN
1634	Sifoka	SN
1635	Sifassou	SN
1636	Siet Aoua	SN
1637	Sier	SN
1638	Sier	SN
1639	Sientankine	SN
1640	Sieno	SN
1641	Sendou	SN
1642	Sidiounfour	SN
1643	Sidi Nague	SN
1644	Sidibougou	SN
1645	Sidate	SN
1646	Sidak	SN
1647	Sibon Moussa	SN
1648	Sibole	SN
1649	Sibokoto	SN
1650	Sibi Nokho	SN
1651	Sibink	SN
1652	Sibi Loulou	SN
1653	Sibikouroto	SN
1654	Sibikiling	SN
1655	Sibikaranto	SN
1656	Sibidianto	SN
1657	Sibere	SN
1658	Sibassar	SN
1659	Sibanga	SN
1660	Sibana	SN
1661	Shima Simong	SN
1662	Sevane	SN
1663	Sessoum	SN
1664	Sessene	SN
1665	Sessene	SN
1666	Sessene	SN
1667	Foret Classee de Serpoli	SN
1668	Serpoli	SN
1669	Serouka	SN
1670	Serit	SN
1671	Serigne Aogamou	SN
1672	Serigne Abo	SN
1673	Serifkounda	SN
1674	Sereko	SN
1675	Ser	SN
1676	Seoudji	SN
1677	Seou	SN
1678	Seo Toure	SN
1679	Seoro	SN
1680	Seo Rhaye	SN
1681	Seo	SN
1682	Pointe Senti	SN
1683	Seno Youpe	SN
1684	Senoye	SN
1685	Senoudebou	SN
1686	Seno Tekwaye	SN
1687	Seno Samayabe	SN
1688	Seno Palel	SN
1689	Seno Ndao	SN
1690	Seno Mamadou Pinda	SN
1691	Seno Malik Ali	SN
1692	Seno Koba	SN
1693	Seno Issaga	SN
1694	Seno Gouro	SN
1695	Seno Dimba Sali	SN
1696	Seno Diaral	SN
1697	Seno Boka Maka	SN
1698	Seno Bonde	SN
1699	Seno Bobore	SN
1700	Aire Senobalou	SN
1701	Senoba	SN
1702	Seno Aoure	SN
1703	Seno Andale	SN
1704	Seno	SN
1705	Seni Gueye	SN
1706	Seniebou	SN
1707	Senghor	SN
1708	Seun Wolof	SN
1709	Seun Serer	SN
1710	Sene Madembaleye	SN
1711	Vallee du Senegal	SN
1712	Republic of Senegal	SN
1713	Sene	SN
1714	Samkhethie	SN
1715	Seme	SN
1716	Banc du Seminole	SN
1717	Vendou Sembane	SN
1718	Semba Ndiaye	SN
1719	Semba Doguel	SN
1720	Selko	SN
1721	Seling	SN
1722	Selikenie	SN
1723	Selik	SN
1724	Seli	SN
1725	Selguir	SN
1726	Seleti	SN
1727	Seleki	SN
1728	Sele Diagne	SN
1729	Sele	SN
1730	Sekreta	SN
1731	Sekounaya	SN
1732	Sekhoto	SN
1733	Sekondji	SN
1734	Seketare	SN
1735	Sekele Samane	SN
1736	Sekele	SN
1737	Seguilaye	SN
1738	Segueule	SN
1739	Segueko	SN
1740	Segueko	SN
1741	Segre Sekko	SN
1742	Segoukoura	SN
1743	Segou	SN
1744	Segoto	SN
1745	Segnefolo	SN
1746	Segala Koubokoto	SN
1747	Segal	SN
1748	Segafoula	SN
1749	Sefa	SN
1750	Sedo Sebe	SN
1751	Sedo Abas	SN
1752	Sedioudi	SN
1753	Sedhiou	SN
1754	Sedhiou	SN
1755	Sebyan	SN
1756	Sebou	SN
1757	Foret Classee de Sebikotane	SN
1758	Sebikhotane	SN
1759	Sebere	SN
1760	Seane	SN
1761	Vendou Seana	SN
1762	Seal	SN
1763	Sayinnti Boulou	SN
1764	Sayinnti	SN
1765	Sayinn Boulou	SN
1766	Sayindi Maounde	SN
1767	Sayindi Daouda	SN
1768	Sayindi	SN
1769	Sayet Ndiaye	SN
1770	Reserve Sylvo-Pastorale Sav-Savre	SN
1771	Sav Savre	SN
1772	Savoigne	SN
1773	Savila	SN
1774	Sava Gande	SN
1775	Satte	SN
1776	Satong Ania	SN
1777	Satioum	SN
1778	Sate Ouali	SN
1779	Sate	SN
1780	Satadougou Bafe	SN
1781	Sassita	SN
1782	Sassene	SN
1783	Sasse Ndiafadj	SN
1784	Sassel Talbe	SN
1785	Sassar Salem	SN
1786	Sassara	SN
1787	Sassar	SN
1788	Sassande	SN
1789	Sassal	SN
1790	Sassak	SN
1791	Sarre	SN
1792	Saroudia	SN
1793	Saroudia	SN
1794	Saroudia	SN
1795	Sar Maounde	SN
1796	Sarinier	SN
1797	Sari Boki Ive	SN
1798	Sari Boki	SN
1799	Sari	SN
1800	Sarhor	SN
1801	Sarhmak	SN
1802	Sare Youssouf	SN
1803	Sare Yoro Diao	SN
1804	Sare Yoro Diao	SN
1805	Sare Yorobouya	SN
1806	Sare Yoro Balde	SN
1807	Sare Yoro	SN
1808	Sare Yoro	SN
1809	Sare Yoba Soukouta	SN
1810	Sare Yoba Mbalo	SN
1811	Sare Yoba Diega	SN
1812	Sare Yoba	SN
1813	Sare Yerowel	SN
1814	Sare Yerossodi	SN
1815	Sare Yeromori	SN
1816	Sare Yero Maran	SN
1817	Sare Yero Dialo	SN
1818	Sare Yero Bambi	SN
1819	Sare Yero	SN
1820	Sare Yerbel	SN
1821	Sare Yerba	SN
1822	Sare Yaya	SN
1823	Sare Wali	SN
1824	Rio de Sare Uale	SN
1825	Sare Tounkoye	SN
1826	Sare Tounke	SN
1827	Sare Toumane	SN
1828	Sare Togo	SN
1829	Sare Tileul	SN
1830	Sare Tiernon	SN
1831	Sare Tierno	SN
1832	Sare Tierno	SN
1833	Sare Tianfara	SN
1834	Sare Tening Mbalo	SN
1835	Sare Tening	SN
1836	Sare Tamou	SN
1837	Sare Talel	SN
1838	Sare Talata	SN
1839	Sare Take	SN
1840	Sare Sounkarou	SN
1841	Sare Souna	SN
1842	Sare Souna	SN
1843	Sare Souka	SN
1844	Sare Souban	SN
1845	Sare Sosse	SN
1846	Sare Sori	SN
1847	Sare Sori	SN
1848	Sare Sori	SN
1849	Sare Sorba	SN
1850	Sare Sitafa	SN
1851	Sare Sirilo	SN
1852	Sare Simali	SN
1853	Sare Sikouna	SN
1854	Sare Sidi	SN
1855	Sare Sidi	SN
1856	Sare Seri	SN
1857	Sare Seni Dialo	SN
1858	Sare Seni	SN
1859	Sare Seni	SN
1860	Sare Sembel	SN
1861	Sare Sekou	SN
1862	Sare Sekou	SN
1863	Sare Seidi Sal	SN
1864	Sare Sara Niama	SN
1865	Sare Saradou	SN
1866	Sare Sara	SN
1867	Sare Sara	SN
1868	Sare Sara	SN
1869	Sare Sapenda	SN
1870	Sare Sandie	SN
1871	Sare Sandi	SN
1872	Sare Sanbtala	SN
1873	Sare Sanbou	SN
1874	Sare Sanba Niaro	SN
1875	Sare Sanbanete	SN
1876	Sare Sana	SN
1877	Sare Samita	SN
1878	Sare Samedou Bati	SN
1879	Sare Sambourou	SN
1880	Sare Sambourou	SN
1881	Sare Samboudian	SN
1882	Sare Sambel	SN
1883	Sare Sambe	SN
1884	Sare Sambatako	SN
1885	Sare Samba Sabali	SN
1886	Sare Sambana	SN
1887	Sare Samba Koutoumba	SN
1888	Sare Samba Kountere	SN
1889	Sare Samba Kayogo	SN
1890	Sare Samba Kande	SN
1891	Sare Samba Iope	SN
1892	Sare Sambadiouka	SN
1893	Sare Samba Dioka	SN
1894	Sare Samba Dibel	SN
1895	Sare Samba Diamaka	SN
1896	Sare Samba Diaboukoye	SN
1897	Sare Samba Diaba	SN
1898	Sare Sambadete	SN
1899	Sare Samba Dabo	SN
1900	Sare Samba Cisse	SN
1901	Sare Samba Asset	SN
1902	Sare Samba Adama	SN
1903	Sare Samaoude	SN
1904	Sare Sama	SN
1905	Sare Saloum	SN
1906	Sare Saedou	SN
1907	Sare Sadiou	SN
1908	Sare Sadiom	SN
1909	Sare Sadio	SN
1910	Sare Sadio	SN
1911	Sare Sadio	SN
1912	Sare Sadian	SN
1913	Sare Sada	SN
1914	Sare Pendia	SN
1915	Sare Pate Dialo	SN
1916	Sare Pate Dialo	SN
1917	Sare Pate Bouya	SN
1918	Sare Pate Bayelo	SN
1919	Sare Pate	SN
1920	Sare Pate	SN
1921	Sare Pate	SN
1922	Sare Pate	SN
1923	Sare Pate	SN
1924	Sare Pate	SN
1925	Sare Ousmane	SN
1926	Sare Ouro	SN
1927	Sare Ouri	SN
1928	Sare Oura	SN
1929	Sare Oumar	SN
1930	Sare Oumar	SN
1931	Sare Ouinor	SN
1932	Sare Ouali	SN
1933	Sare Omar Boudous	SN
1934	Sare Omar	SN
1935	Sare Olomkounda	SN
1936	Sare Okere	SN
1937	Sare Ogo	SN
1938	Sare Ogo	SN
1939	Sare Ogo	SN
1940	Sare Noumodi	SN
1941	Sare Niara	SN
1942	Sare Nianto	SN
1943	Sare Niani	SN
1944	Sare Niana	SN
1945	Sare Niana	SN
1946	Sare Niama	SN
1947	Sare Niako Ganon	SN
1948	Sare Ngueye	SN
1949	Sare Ngaye	SN
1950	Sare Ngadiari	SN
1951	Pointe Sarene	SN
1952	Sare Ndoumbe	SN
1953	Sare Ndiobo Mamakounda	SN
1954	Sare Ndiobo	SN
1955	Sare Ndiobo	SN
1956	Sare Ndiaye	SN
1957	Sare Ndiaga	SN
1958	Sare Ndiaba Djide	SN
1959	Sare Nderi	SN
1960	Sare Moustafa	SN
1961	Sare Moussa So	SN
1962	Sare Moussa	SN
1963	Sare Moussa	SN
1964	Sare Mounia	SN
1965	Sare Moundourou	SN
1966	Sare Moudou	SN
1967	Sare Moudou	SN
1968	Sare Mori Youri	SN
1969	Sare Mori	SN
1970	Sare Moodie	SN
1971	Sare Mola	SN
1972	Sare Modi	SN
1973	Sare Mina	SN
1974	Sare Mfali	SN
1975	Sare Mboido Maroum	SN
1976	Sare Mboido Malli	SN
1977	Sare Mbassou	SN
1978	Sare Mbalte	SN
1979	Sare Maounde Yafa	SN
1980	Sare Maounde Koumbael	SN
1981	Sare Maounde	SN
1982	Sare Maounda Niema	SN
1983	Sare Maoude	SN
1984	Sare Manssali	SN
1985	Sare Manson	SN
1986	Sare Mansa	SN
1987	Sare Mankoto	SN
1988	Sare Mankankounda	SN
1989	Sare Manfinn	SN
1990	Sare Mandi	SN
1991	Sare Mama Koli	SN
1992	Sare Mamadou Si	SN
1993	Sare Mamadou	SN
1994	Sare Malikande	SN
1995	Sare Mali	SN
1996	Sare Mali	SN
1997	Sare Male	SN
1998	Sare Malayana	SN
1999	Sare Malal	SN
2000	Sare Mala	SN
2001	Sare Maidou Mbalo	SN
2002	Sare Magnon	SN
2003	Sare Madla	SN
2004	Sare Madia	SN
2005	Sare Madi	SN
2006	Sare Madi	SN
2007	Sare Liou	SN
2008	Sare Leyene	SN
2009	Sare Landia	SN
2010	Sare-Lamou	SN
2011	Sare Lamini	SN
2012	Sare Lamine Fal	SN
2013	Sare Lali	SN
2014	Sare Lali	SN
2015	Sare Lali	SN
2016	Sare Lale	SN
2017	Sare Lagni	SN
2018	Sare Koutawel	SN
2019	Sare Koutawel	SN
2020	Sare Kourtidiane	SN
2021	Sarekoura	SN
2022	Sare Kounda	SN
2023	Sare Koube	SN
2024	Sare Kontaye	SN
2025	Sare Kolobri	SN
2026	Sare Kolissale	SN
2027	Sare Kolinnka	SN
2028	Sare Koli Kassa	SN
2029	Sare Koli	SN
2030	Sare Koli	SN
2031	Sare Kokole Diarga	SN
2032	Sare Koki	SN
2033	Sare Koba	SN
2034	Sare Kilika	SN
2035	Sare Kiedian	SN
2036	Sare Kidi	SN
2037	Sare Keval	SN
2038	Sare Keta Mbalo	SN
2039	Sare Kerno Kemadi	SN
2040	Sare Kendo	SN
2041	Sare Kemadi	SN
2042	Sare Keita	SN
2043	Sare Keita	SN
2044	Sare Kedian	SN
2045	Sare Keda	SN
2046	Sare Karfa	SN
2047	Sare Karea	SN
2048	Sare Kanta	SN
2049	Sare Kanta	SN
2050	Sare Kanta	SN
2051	Sare Kande	SN
2052	Sare Kali	SN
2053	Sare Kali	SN
2054	Sare Kaba	SN
2055	Sare Iroumaounde	SN
2056	Sare Iroukoumoto	SN
2057	Sare Iro Sabaly	SN
2058	Sare Iro	SN
2059	Sare Irasset	SN
2060	Sare Ira	SN
2061	Sare Ioba	SN
2062	Sare Ifra	SN
2063	Sare Ierikoye	SN
2064	Sare Hamet	SN
2065	Sare Guiroba	SN
2066	Sare Guiro	SN
2067	Sare Guido	SN
2068	Sare Gueladio	SN
2069	Sare Gueda	SN
2070	Sare Gueda	SN
2071	Sare Gourdo	SN
2072	Sare Goundo	SN
2073	Sare Goumbalo	SN
2074	Sare Goubou	SN
2075	Sare Goli	SN
2076	Sare Gaye	SN
2077	Sare Gati	SN
2078	Sare Gardi	SN
2079	Sare Gania	SN
2080	Sare Gaba	SN
2081	Sare Fouta	SN
2082	Sare Founto	SN
2083	Sare Foulandi Maounde	SN
2084	Sare Foulandi Dowel	SN
2085	Sare Fonkoye	SN
2086	Sare Fode	SN
2087	Sare Fili	SN
2088	Sare Fili	SN
2089	Sare Farim	SN
2090	Sare Fare	SN
2091	Sare Fara	SN
2092	Sare Fadi	SN
2093	Sare Eli Sandi	SN
2094	Sare Eli	SN
2095	Sare Doulo	SN
2096	Sare Doulo	SN
2097	Sare Doma	SN
2098	Sare Doga	SN
2099	Sare Dobo	SN
2100	Sare Djimini	SN
2101	Sare Djimbi	SN
2102	Sare Djigui	SN
2103	Sare Dioura Sintian	SN
2104	Sare Dioulde	SN
2105	Sare Dioulaye	SN
2106	Sare Dioubel	SN
2107	Sare Diobo	SN
2108	Sare Diniabou	SN
2109	Sare Dinbadie	SN
2110	Sare Dimbotie	SN
2111	Sare Dimba Yoba	SN
2112	Sare Dimbayel	SN
2113	Sare Dimba Sounkarou	SN
2114	Sare Dimbalde	SN
2115	Sare Dimba Koumba	SN
2116	Sare Dimba Kouba	SN
2117	Sare Dimbado	SN
2118	Sare Dimba Baneba	SN
2119	Sare Dimba	SN
2120	Sare Dikori Nenndo	SN
2121	Sare Dikori	SN
2122	Sare Dikel	SN
2123	Sare Digori Katoume	SN
2124	Sare Diata	SN
2125	Sare Diaouli	SN
2126	Sare Diaoube	SN
2127	Sare Diaoube	SN
2128	Sare Diaoube	SN
2129	Sare Diaobe	SN
2130	Sare Diao	SN
2131	Sare Diao	SN
2132	Sare Diankounda	SN
2133	Sare Dianko	SN
2134	Sare Dianko	SN
2135	Sare Dianke	SN
2136	Sare Dianfou	SN
