	region	country_code
2687	Polel	SN
2688	Polek	SN
2689	Polam Rok	SN
2690	Pol	SN
2691	Poko	SN
2692	Pointe-Sarene	SN
2693	Pointe-Saint-Georges	SN
2694	Point E	SN
2695	Pofine	SN
2696	Pofdi II	SN
2697	Pofdi I	SN
2698	Podor	SN
2699	Podor	SN
2700	Podor	SN
2701	Pitiana	SN
2702	Mare Pisamali	SN
2703	Piroumdari	SN
2704	Pirom	SN
2705	Pir Ndavene	SN
2706	Pir Nango	SN
2707	Pirine Maounde	SN
2708	Pir Goureye	SN
2709	Pirgi	SN
2710	Foret de Pir-Goureye	SN
2711	Piran	SN
2712	Pirampou	SN
2713	Pira	SN
2714	Pir	SN
2715	Pir	SN
2716	Piouti	SN
2717	Pinpal	SN
2718	Pinia	SN
2719	Pindite	SN
2720	Pikini-Bougou	SN
2721	Pikine	SN
2722	Pidiro	SN
2723	Pidane	SN
2724	Peykouk	SN
2725	Peunene	SN
2726	Peuldognon	SN
2727	Petpal	SN
2728	Pet Ouolof	SN
2729	Petonlale	SN
2730	Petone	SN
2731	Petogne	SN
2732	Mbaw Gou Ndaw	SN
2733	Petit Koulaye	SN
2734	Petite Cote	SN
2735	Petit Balandine	SN
2736	Petion	SN
2737	Petikan	SN
2738	Petiadji	SN
2739	Pete Tilel	SN
2740	Pete Peul	SN
2741	Pete Ouarak	SN
2742	Pete Oba	SN
2743	Pete Nianguene	SN
2744	Petel Saraba	SN
2745	Petel Ouata	SN
2746	Petel Ouapo	SN
2747	Petel Mbouerika	SN
2748	Petel Kalemane	SN
2749	Petel Diarga	SN
2750	Petel Diabi	SN
2751	Petel Bodi	SN
2752	Petel Bidoude	SN
2753	Petel	SN
2754	Petel	SN
2755	Petel	SN
2756	Petegne Kahone	SN
2757	Petegne	SN
2758	Petegne	SN
2759	Vendou Pete	SN
2760	Pete	SN
2761	Pete	SN
2762	Pete	SN
2763	Petche	SN
2764	Vendou Petal	SN
2765	Penedji	SN
2766	Pendao	SN
2767	Pendakare	SN
2768	Pelour I	SN
2769	Pelel Daba	SN
2770	Pekh Tal	SN
2771	Pekes	SN
2772	Pegui	SN
2773	Pegne	SN
2774	Payoungou	SN
2775	Payomar	SN
2776	Payene	SN
2777	Payene	SN
2778	Paye Mar	SN
2779	Tiangol Payar	SN
2780	Payar	SN
2781	Payama	SN
2782	Pattouki	SN
2783	Patoulane Peul	SN
2784	Patoulane Ouolof	SN
2785	Patou Kogne	SN
2786	Patouki	SN
2787	Patoude	SN
2788	Patim Kouta	SN
2789	Patiem 2	SN
2790	Patiem 1	SN
2791	Patiem	SN
2792	Patiana	SN
2793	Patiab	SN
2794	Pate Wou-Wou	SN
2795	Pate Tiangaye	SN
2796	Pate Sek	SN
2797	Patelane	SN
2798	Patekounda	SN
2799	Pate Galo	SN
2800	Pate Badio	SN
2801	Foret de Pate	SN
2802	Patassi	SN
2803	Patar Lia	SN
2804	Patar Mar	SN
2805	Patar	SN
2806	Patar	SN
2807	Patakour	SN
2808	Foret Classee de Patako Sud	SN
2809	Patakol	SN
2810	Foret Classee de Patako Est	SN
2811	Patako	SN
2812	Patabou	SN
2813	Foret de Pata	SN
2814	Pata	SN
2815	Passoune	SN
2816	Passouk	SN
2817	Pass Ndongo	SN
2818	Passi Rip	SN
2819	Passi Ngayene	SN
2820	Passi Ndinderlin	SN
2821	Passi Ndialla	SN
2822	Passi	SN
2823	Passa	SN
2824	Pass	SN
2825	Pass Bakane	SN
2826	Paroumba Mande	SN
2827	Paroumba	SN
2828	Pari Demba Dombel	SN
2829	Pari	SN
2830	Pari	SN
2831	Pargui	SN
2832	Parempempe	SN
2833	Parba Dieng	SN
2834	Tchangol Parawol Badi	SN
2835	Tchangol Parawol	SN
2836	Parawol	SN
2837	Parawol Toupal	SN
2838	Parawol Boki Dadhi	SN
2839	Parasse	SN
2840	Paraouol Ouro Mola	SN
2841	Paraouol	SN
2842	Parangal	SN
2843	Parane	SN
2844	Par	SN
2845	Papao	SN
2846	Papamane	SN
2847	Paou Paou	SN
2848	Paoumka	SN
2849	Paoskoto	SN
2850	Paol	SN
2851	Panui	SN
2852	Pantodosse Diola	SN
2853	Pantiagniedie	SN
2854	Panket Sar	SN
2855	Foret des Paniates	SN
2856	Paniat Diaobe	SN
2857	Paniat Boure	SN
2858	Paniat	SN
2859	Panetiang Sering Si	SN
2860	Panetiang Francais	SN
2861	Foret Classee de Pane	SN
2862	Pane	SN
2863	Pane	SN
2864	Panda Yayake	SN
2865	Panao Serer	SN
2866	Panangar	SN
2867	Panal Bayar	SN
2868	Foret de Panal	SN
2869	Panal	SN
2870	Panal	SN
2871	Pampi	SN
2872	Pamene	SN
2873	Pambi	SN
2874	Pambal	SN
2875	Pam	SN
2876	Pam	SN
2877	Pal Sek	SN
2878	Tiangol Palol	SN
2879	Palo	SN
2880	Reserve Sylvo-Pastorale de Pal-Merinaguene	SN
2881	Palmeo	SN
2882	Pal Mbaouar	SN
2883	Palmarin Nguedj	SN
2884	Palmarin	SN
2885	Palleba	SN
2886	Paliarigouye	SN
2887	Palene Selediane	SN
2888	Palene Fal	SN
2889	Palene Ded	SN
2890	Palene	SN
2891	Palene	SN
2892	Palene	SN
2893	Palene	SN
2894	Palene	SN
2895	Palene	SN
2896	Palene	SN
2897	Palele	SN
2898	Palatou	SN
2899	Palal	SN
2900	Palal	SN
2901	Palague	SN
2902	Palado	SN
2903	Pal	SN
2904	Pal	SN
2905	Pakri Kebe	SN
2906	Pakour	SN
2907	Pakirane	SN
2908	Pakinia Yerba	SN
2909	Pakinia	SN
2910	Paki	SN
2911	Pakhaso	SN
2912	Pakha	SN
2913	Pakeba Maka Sisse	SN
2914	Pakeba	SN
2915	Pakatiar Ndavene	SN
2916	Pakao	SN
2917	Pakao	SN
2918	Pakane	SN
2919	Pakali	SN
2920	Pakala	SN
2921	Pakala	SN
2922	Pakala	SN
2923	Pakala	SN
2924	Pakala	SN
2925	Paipai	SN
2926	Pailar	SN
2927	Paide	SN
2928	Paffa Tierer	SN
2929	Paffa	SN
2930	Pafene	SN
2931	Pafa	SN
2932	Padiara	SN
2933	Padelo	SN
2934	Pade	SN
2935	Padalal	SN
2936	Padaf	SN
2937	Pada	SN
2938	Pabel	SN
2939	Outoutor	SN
2940	Outioumbel	SN
2941	Oussouye Bolon	SN
2942	Oussouye	SN
2943	Oussouye	SN
2944	Oussounkala	SN
2945	Oussinguene	SN
2946	Oussekiba	SN
2947	Oussak	SN
2948	Ousmane Koumba	SN
2949	Ousmane Abdoulaye	SN
2950	Ousmane	SN
2951	Oura Soule	SN
2952	Ouro Wali	SN
2953	Ouro Vendou	SN
2954	Ourourbes	SN
2955	Ourour	SN
2956	Ourou Mboulel	SN
2957	Ourou	SN
2958	Ouro Tiedel	SN
2959	Ouro Sori Dala	SN
2960	Ouro Sori	SN
2961	Ouro Sore	SN
2962	Ouro Sogui	SN
2963	Ouro Sire	SN
2964	Ouro Singa	SN
2965	Ouro Sily	SN
2966	Ouro Sidi	SN
2967	Ouro Seno	SN
2968	Ouro Sekouro	SN
2969	Ouro Seano	SN
2970	Ouro Sambaril	SN
2971	Ouro Samba Dingue	SN
2972	Ouro Petel	SN
2973	Ourong Bolon	SN
2974	Ourong	SN
2975	Ouro Molo	SN
2976	Ouro Molo	SN
2977	Ouro Medoul	SN
2978	Ouro-Matioudo-Sile	SN
2979	Ouro Mamoud	SN
2980	Ouro Mamadou Dinba	SN
2981	Ouro Maham	SN
2982	Ouro Madiou	SN
2983	Ouro-Kossa	SN
2984	Ouro Kaba	SN
2985	Ouro Idi	SN
2986	Ouro Hamat	SN
2987	Ouro Dialoube	SN
2988	Tiangol Ouro Diabel	SN
2989	Ouro Demba Niama	SN
2990	Ouro Demba Binnta	SN
2991	Ouro Daouda	SN
2992	Ouro Dabal	SN
2993	Ouro Boubou	SN
2994	Ouro Birom	SN
2995	Ouro Baidi	SN
2996	Ouro Bafali	SN
2997	Ouro Baidi Dienaba	SN
2998	Tchangol Ouro Amat	SN
2999	Ouro Amat	SN
3000	Ouro Ali	SN
3001	Ouro Ali	SN
3002	Ouro-Alfale	SN
3003	Ouro Alfa	SN
3004	Ouro Aldiouma	SN
3005	Ourkogne	SN
3006	Tiangol Ouri Sebo	SN
3007	Ouro Sebo	SN
3008	Ouri Moudiri	SN
3009	Tiangol Oure Maounde	SN
3010	Ourda Guinde	SN
3011	Oupouele	SN
3012	Ouorod	SN
3013	Ouoran	SN
3014	Ouonk	SN
3015	Ouok Ouok	SN
3016	Ouok Ouok	SN
3017	Ouniomouneye	SN
3018	Ouniok	SN
3019	Ouniak	SN
3020	Oundoundou Amirou	SN
3021	Oundoundou Amadou Baba	SN
3022	Oundoumane	SN
3023	Boundoukondi	SN
3024	Oundoufere	SN
3025	Oundou Doupoul	SN
3026	Oundoudou Niakandiata	SN
3027	Oundoudou	SN
3028	Oundou Baba	SN
3029	Oundiou	SN
3030	Oundiou	SN
3031	Ounandou Mare	SN
3032	Oumpountou	SN
3033	Oumbare	SN
3034	Oumana	SN
3035	Ouman	SN
3036	Ouloum Baba	SN
3037	Ouloum	SN
3038	Ouloubaline Bolon	SN
3039	Oulou	SN
3040	Oulogore	SN
3041	Ouli Oti	SN
3042	Ouli Boye	SN
3043	Foret Classee du Ouli	SN
3044	Oulelo	SN
3045	Oulde	SN
3046	Oulampane	SN
3047	Ouladji	SN
3048	Foret Classee d'Oukout	SN
3049	Oukout	SN
3050	Ouinndiou	SN
3051	Ougonor	SN
3052	Oufera	SN
3053	Ouer Kerra	SN
3054	Ouel Moundaye	SN
3055	Oudourou	SN
3056	Oudoukar	SN
3057	Oudolo	SN
3058	Ile Oudioubala	SN
3059	Bolon Oudierin	SN
3060	Vendou Oudielerou	SN
3061	Oudiare	SN
3062	Oubol	SN
3063	Oubeme	SN
3064	Oubaloum Bolon	SN
3065	Oubadji	SN
3066	Wayambam	SN
3067	Ouatef	SN
3068	Ouassoumassal	SN
3069	Ouassoul	SN
3070	Ouassar	SN
3071	Ouassa-Ouassa	SN
3072	Wansangara	SN
3073	Ouassadou	SN
3074	Ouarti	SN
3075	Ouarkhokh	SN
3076	Ouarkere	SN
3077	Ouarga	SN
3078	Ouarene	SN
3079	Ouaral Diam	SN
3080	Ouarak	SN
3081	Ouarak	SN
3082	Ouarak	SN
3083	Ouapa	SN
3084	Waounde	SN
3085	Ouaoulou Sal	SN
3086	Oua Oua	SN
3087	Oua Oua	SN
3088	Ouankan	SN
3089	Pointe Ouangaran	SN
3090	Banc de Ouangaran	SN
3091	Ouande	SN
3092	Ouande	SN
3093	Oualtounde	SN
3094	Oualo	SN
3095	Oual Kadie	SN
3096	Oualissoma	SN
3097	Ouali-Diala	SN
3098	Wali Diallo	SN
3099	Oualia	SN
3100	Ouale Ouale	SN
3101	Foret Classee de Oualalde	SN
3102	Oualalde	SN
3103	Oualalane	SN
3104	Foret Classee de Oualla	SN
3105	Ouallah	SN
3106	Ouaki	SN
3107	Ouakha Leye	SN
3108	Ouakhal	SN
3109	Ouakam	SN
3110	Ouagbache	SN
3111	Ouagaran	SN
3112	Ouafe Engo	SN
3113	Ouae Touda	SN
3114	Ouadjourou	SN
3115	Ouadiour	SN
3116	Ouadia	SN
3117	Ouadia	SN
3118	Ouadene	SN
3119	Ouadene	SN
3120	Ouadane	SN
3121	Ouadane	SN
3122	Ouada	SN
3123	Orndolde	SN
3124	Orkadiere	SN
3125	Ori Diofa	SN
3126	Oretiendi	SN
3127	Hore Maham	SN
3128	Hore Fonde	SN
3129	Ore	SN
3130	Ore	SN
3131	Ontorbe	SN
3132	Omoul Koure	SN
3133	Hombo	SN
3134	Ololdou	SN
3135	Olol	SN
3136	Olol	SN
3137	Oli Olfa	SN
3138	Reserve Sylvo-Pastorale d'Oldou Debokol	SN
3139	Okou	SN
3140	Oki	SN
3141	Presqu'ile aux Oiseaux	SN
3142	Iles aux Oiseaux	SN
3143	Ile des Oiseaux	SN
3144	Ogo	SN
3145	Ogo	SN
3146	Ogo	SN
3147	Odobere	SN
3148	Vendou Odiole	SN
3149	Odiole	SN
3150	Odioldou	SN
3151	Odiolde	SN
3152	Odiolde	SN
3153	Pointe Obac	SN
3154	Nyikine	SN
3155	Nyassia	SN
3156	Ile de Tieng	SN
3157	Tiaye	SN
3158	Ntiagar	SN
3159	Noussoum	SN
3160	Noumouyel	SN
3161	Noumoufoukha	SN
3162	Noukwel	SN
3163	Nouk Pomo	SN
3164	Noualko	SN
3165	Noto Gouye Diama	SN
3166	Noto	SN
3167	Passe du Nord	SN
3168	Banc du Nord	SN
3169	Nopi Birama	SN
3170	Nolk Diabe	SN
3171	Nokoure	SN
3172	Noflaye	SN
3173	Nobi	SN
3174	Vendou Nodi	SN
3175	Nobandam	SN
3176	Marigot de Noar	SN
3177	Noamlo	SN
3178	Niandoul	SN
3179	N'Jalal	SN
3180	Niva	SN
3181	Nissi	SN
3182	Niou Sogui	SN
3183	Niourkadie	SN
3184	Niounhani	SN
3185	Niou Nayerou	SN
3186	Nioulwi	SN
3187	Nioukou	SN
3188	Niouki	SN
3189	Niouki	SN
3190	Nioufene	SN
3191	Nioufaye	SN
3192	Niouba Felekoba	SN
3193	Niorotara	SN
3194	Rip	SN
3195	Nioro du Rip	SN
3196	Nioro du Rip	SN
3197	Nioro Alassane	SN
3198	Nioro	SN
3199	Nioro	SN
3200	Nioro	SN
3201	Nioro	SN
3202	Niorki	SN
3203	Nionbre	SN
3204	Nion Bolon	SN
3205	Nionaga	SN
3206	Niomre Lo	SN
3207	Niomoune	SN
3208	Niom Dade	SN
3209	Niombre	SN
3210	Niombre	SN
3211	Niomar	SN
3212	Niomar	SN
3213	Ndiol	SN
3214	Niokoul Ndiaba	SN
3215	Foret Classee de Niokolo Sud Ouest	SN
3216	Foret Classee de Niokolo Ouest	SN
3217	Parc National du Niokolo-Koba	SN
3218	Niokolo Koba	SN
3219	Niokolo-Koba	SN
3220	Foret Classee de Niokolo Est	SN
3221	Niodior	SN
3222	Niobel	SN
3223	Ninnkidi	SN
3224	Ning	SN
3225	Ninam	SN
3226	Nimzat	SN
3227	Nilla	SN
3228	Pointe de Nikine	SN
3229	Nieti Yone	SN
3230	Nieti-Yone	SN
3231	Niet	SN
3232	Nier Ouolof	SN
3233	Nieri Ko	SN
3234	Nieri Diofe	SN
3235	Nieri	SN
3236	Niepi Samba	SN
3237	Nienoko	SN
3238	Nieniene	SN
3239	Nieng	SN
3240	Niemenike	SN
3241	Niem	SN
3242	Niedine	SN
3243	Niedine	SN
3244	Niedebel	SN
3245	Nibre Ba	SN
3246	Nibane	SN
3247	Perimetre de Reboisement des Niayes	SN
3248	Niayes	SN
3249	Niayene	SN
3250	Niayene	SN
3251	Niaye	SN
3252	Niatafara	SN
3253	Niassene Dianka Ali	SN
3254	Niassene	SN
3255	Niassene	SN
3256	Niassene	SN
3257	Niassarang	SN
3258	Niassante	SN
3259	Niarouel Vendou Amadi	SN
3260	Tiangol Niarouel	SN
3261	Niakhib	SN
3262	Niarhene	SN
3263	Niargo Dialoube	SN
3264	Niarevel	SN
3265	Niaret	SN
3266	Niarabourou	SN
3267	Niapo	SN
3268	Niapguel	SN
3269	Niapa Diaye	SN
3270	Niapa Diane	SN
3271	Niapa Balla	SN
3272	Niaoump	SN
3273	Niaoule Bayeko	SN
3274	Foret Classee de Niaoule	SN
3275	Niaoule	SN
3276	Niaoule	SN
3277	Niaoule	SN
3278	Nianta	SN
3279	Niankite	SN
3280	Nianka	SN
3281	Nianing Boro	SN
3282	Foret Classee de Nianing	SN
3283	Nianing	SN
3284	Niani	SN
3285	Nianguimoni	SN
3286	Nianguene Yerouane	SN
3287	Nianguene Kode	SN
3288	Nianguene Peul	SN
3289	Nianguene	SN
3290	Nianguene	SN
3291	Nianguene	SN
3292	Niangue Darhar	SN
3293	Niangue	SN
3294	Niang Tass	SN
3295	Niangoure	SN
3296	Niang Ouade	SN
3297	Niangola	SN
3298	Ndianghal	SN
3299	Niangana Tiedel	SN
3300	Niangana Kolel	SN
3301	Nianga	SN
3302	Niang	SN
3303	Nianene	SN
3304	Niandoul	SN
3305	Niandouba	SN
3306	Niandinndia Dimbel	SN
3307	Niandiem	SN
3308	Niandianki	SN
3309	Niandassara	SN
3310	Niandane	SN
3311	Niandane	SN
3312	Nianbalan	SN
3313	Nianao	SN
3314	Nianane	SN
3315	Nianakounda	SN
3316	Niampampo	SN
3317	Niamone	SN
3318	Niamnioro	SN
3319	Niaming	SN
3320	Niamina	SN
3321	Niamina	SN
3322	Niamaya	SN
3323	Niambik	SN
3324	Niambalak	SN
3325	Niamare	SN
3326	Nialoumbel Tiaske	SN
3327	Nialor	SN
3328	Nialon Bolon	SN
3329	Nialon	SN
3330	Nialokan	SN
3331	Niale	SN
3332	Niala Baoude	SN
3333	Niakounda	SN
3334	Niakoul Rab	SN
3335	Niokhoul	SN
3336	Niakobede	SN
3337	Niakhene Diama	SN
3338	Niakhene Darou	SN
3339	Niakhene	SN
3340	Niakhar	SN
3341	Niaye Khaye	SN
3342	Niakare	SN
3343	Niakal	SN
3344	Niakabana	SN
3345	Niaka	SN
3346	Niahene	SN
3347	Niaguis	SN
3348	Niaguene	SN
3349	Niagniene	SN
3350	Niagne	SN
3351	Niagane	SN
3352	Niaganar	SN
3353	Niagalankome	SN
3354	Niaga	SN
3355	Niafourang	SN
3356	Niafougne	SN
3357	Niafor	SN
3358	Niafena	SN
3359	Niaere	SN
3360	Niadj Nelbe	SN
3361	Niadj	SN
3362	Niadiou	SN
3363	Niadieme	SN
3364	Niabardo	SN
3365	Nhar	SN
3366	Nguite	SN
3367	Nguiobene	SN
3368	Nguinte	SN
3369	Nguiniene	SN
3370	Marigot de Nguine	SN
3371	Nguimmbou	SN
3372	Nguimbou	SN
3373	Nguik Fall	SN
3374	Nguik Fal	SN
3375	Nguiguis	SN
3376	Nguiguis	SN
3377	Nguidjlone	SN
3378	Nguer Mandakh	SN
3379	Nguiedj	SN
3380	Nguidiane	SN
3381	Nguide Mbalo	SN
3382	Ngueyene	SN
3383	Ngueyene	SN
3384	Ngueyene	SN
3385	Ngueyene	SN
3386	Ngueyene	SN
3387	Ngueyene	SN
3388	Ngueye Dili	SN
3389	Nguevik	SN
3390	Ngueune Sar	SN
3391	Nguet	SN
3392	Nguessim	SN
3393	Nguesse	SN
3394	Nguermalal	SN
3395	Nguerkor	SN
3396	Ngueralo	SN
3397	Nguer	SN
3398	Nguer	SN
3399	Nguer	SN
3400	Nguer	SN
3401	Nguer	SN
3402	Ngueoul Louto	SN
3403	Nguent	SN
3404	Nguene Seye	SN
3405	Ngueniene	SN
3406	Nguenena	SN
3407	Nguene	SN
3408	Nguene	SN
3409	Nguemmbe	SN
3410	Nguemmbe	SN
3411	Nguemmbe	SN
3412	Ngembe	SN
3413	Nguembe	SN
3414	Nguelou	SN
3415	Nguelem	SN
3416	Nguekor	SN
3417	Nguekhokh	SN
3418	Nguebel	SN
3419	Nguebe	SN
3420	Nguebal	SN
3421	Ngraf	SN
3422	Ngoye	SN
3423	Ngoye	SN
3424	Ngouye Siouarh	SN
3425	Ngouye Ouade	SN
3426	Ngouye Lamane	SN
3427	Ngouye Dieri	SN
3428	Ngouye Diaraf	SN
3429	Ngouye Be	SN
3430	Ngouye	SN
3431	Ngour Soare	SN
3432	Ngourounda	SN
3433	Ngoure	SN
3434	Ngourane	SN
3435	Ngoumou	SN
3436	Ngoumbal	SN
3437	Ngoumba Ngueoul	SN
3438	Ngoultoune	SN
3439	Ngoult	SN
3440	Ngouloum Thiarene	SN
3441	Ngouloum Teugue	SN
3442	Gouloum	SN
3443	Ngouloum	SN
3444	Ngouloul	SN
3445	Ngoule	SN
3446	Ngoule	SN
3447	Ngouke Kouke	SN
3448	Ngouke Diama	SN
3449	Ngouissi	SN
3450	Ngoui	SN
3451	Ngoui	SN
3452	Ngoufat	SN
3453	Ngoudouro	SN
3454	Ngotie	SN
3455	Ngore Yop	SN
3456	Ile de Ngor	SN
3457	Ngor	SN
3458	Ngor	SN
3459	Ngop	SN
3460	Ngoppou	SN
3461	Tiangol Ngonor	SN
3462	Ngonor	SN
3463	Ngonine	SN
3464	Ngom Latri	SN
3465	Ngomene	SN
3466	Ngomene	SN
3467	Ngomene	SN
3468	Ngomene	SN
3469	Ngomane	SN
3470	Ngom	SN
3471	Ngoloum	SN
3472	Ngolotie	SN
3473	Ngolomone	SN
3474	Ngolo	SN
3475	Ngold	SN
3476	Ngolar	SN
3477	Ngol	SN
3478	Ngoko	SN
3479	Ngokine	SN
3480	Ngoki	SN
3481	Ngokare	SN
3482	Ngohe	SN
3483	Ngogom	SN
3484	Ngogo	SN
3485	Ngodom	SN
3486	Ngodjelem	SN
3487	Ngodile	SN
3488	Ngobe	SN
3489	Marigot de Ngo	SN
3490	Ngnitigaye	SN
3491	Nghass	SN
3492	Ngar	SN
3493	Ngeoul	SN
3494	Ngekor	SN
3495	Ngazobil	SN
3496	Ngayokhem	SN
3497	Ngaye Ngaye	SN
3498	Ngaye Ngaye	SN
3499	Ngaye Ngaye	SN
3500	Ngaye Ngaye	SN
3501	Ngaye Ngaye	SN
3502	Ngayene Tiebo	SN
3503	Ngayene Sar	SN
3504	Ngayene Hamdalaye	SN
3505	Foret Classee de Ngayene	SN
3506	Ngayene	SN
3507	Ngayene	SN
3508	Ngayene	SN
3509	Ngayene	SN
3510	Ngayene	SN
3511	Ngayene	SN
3512	Ngayene	SN
3513	Ngayene	SN
3514	Ngaye Gaye	SN
3515	Ngaye Diavar	SN
3516	Ngaye Ndiaye	SN
3517	Ngaye Diagne	SN
3518	Ngaye	SN
3519	Ngaye	SN
3520	Ngayaf	SN
3521	Ngawal	SN
3522	Ngavadji	SN
3523	Ngatye Naoude	SN
3524	Ngat Peul	SN
3525	Ngat	SN
3526	Ngassinirou	SN
3527	Ngassiak	SN
3528	Ngassemane	SN
3529	Ngassaman	SN
3530	Ngassama	SN
3531	Ngassane	SN
3532	Ngaring Bambara	SN
3533	Ngari Ali	SN
3534	Ngari	SN
3535	Ngar Gueye	SN
3536	Ngar Diagne	SN
3537	Ngakham II	SN
3538	Ngarafe	SN
3539	Ngaraf	SN
3540	Ngaraf	SN
3541	Ngaraf	SN
3542	Ngar	SN
3543	Ngaparou	SN
3544	Ngapar	SN
3545	Ngap	SN
3546	Ngaou	SN
3547	Ngano	SN
3548	Ngankal	SN
3549	Ngangaram	SN
3550	Ngane Saer	SN
3551	Ngane Fissel	SN
3552	Ngane Alassane	SN
3553	Ngandiouf	SN
3554	Ngander	SN
3555	Ngandek	SN
3556	Nganda	SN
3557	Nganado Boguel	SN
3558	Ngambi	SN
3559	Ngam	SN
3560	Ngalou Sessene	SN
3561	Ngalou Sam Sam	SN
3562	Ngalap	SN
3563	Ngalop	SN
3564	Ngalik	SN
3565	Ngalel	SN
3566	Ngalanka	SN
3567	Ngalangue	SN
3568	Ngalam	SN
3569	Ngalagne	SN
3570	Ngalagna Diaraf	SN
3571	Ngakham I	SN
3572	Ngadj Sar	SN
3573	Ngadj	SN
3574	Ngadj	SN
3575	Ngadieu	SN
3576	Ngadide	SN
3577	Ngadialam Selle	SN
3578	Ngadialam	SN
3579	Ngadiaga	SN
3580	Ngabou Mourid	SN
3581	Ngabou Fal	SN
3582	Ngabou Mare	SN
3583	Ngabou	SN
3584	Ngabou	SN
3585	Ngabitol	SN
3586	Neto	SN
3587	Neti Daga	SN
3588	Neteboulou	SN
3589	Nesseona	SN
3590	Nessenngueye	SN
3591	Haire Nere	SN
3592	Nerane	SN
3593	Nepen Peul	SN
3594	Nepen Diakha	SN
3595	Neoure	SN
3596	Neouatar	SN
3597	Nenet	SN
3598	Nemourato	SN
3599	Nemataba Mandingue	SN
3600	Nemataba	SN
3601	Nemataba	SN
3602	Nemataba	SN
3603	Nemataba	SN
3604	Nemaouol	SN
3605	Nema Ding	SN
3606	Nema Dimbel	SN
3607	Nema Diassor	SN
3608	Nema	SN
3609	Nema	SN
3610	Nema	SN
3611	Nema	SN
3612	Nema	SN
3613	Nema	SN
3614	Nema	SN
3615	Vendou Nelbi	SN
3616	Nelbi	SN
3617	Nelbi	SN
3618	Nekoum	SN
3619	Nekhe	SN
3620	Negue	SN
3621	Negodie	SN
3622	Nebodji	SN
3623	Nebe	SN
3624	Ndurki	SN
3625	Ndrame Escale	SN
3626	Ndrame	SN
3627	Ndoyene Dakhar	SN
3628	Ndoyene	SN
3629	Ndoyene Un	SN
3630	Ndoyene	SN
3631	Ndoye Dione	SN
3632	Mboye	SN
3633	Ndoye	SN
3634	Ndoussoua	SN
3635	Ndour Ndour	SN
3636	Ndour Ndour	SN
3637	Ndourene Batal	SN
3638	Ndourene	SN
3639	Ndoune	SN
3640	Ndoun	SN
3641	Ndoumbout	SN
3642	Ndoumbil	SN
3643	Ndoum	SN
3644	Ndouloumadji Dembe	SN
3645	Ndouloumadji Founebe	SN
3646	Ndouloum	SN
3647	Ndoulo Malka	SN
3648	Ndoulo	SN
3649	Ndouli	SN
3650	Ndoukoura	SN
3651	Ndoukoumane	SN
3652	Ndougour	SN
3653	Ndougossine	SN
3654	Ndouf-Samba-Kelouri	SN
3655	Ndoufoukambou	SN
3656	Aire Ndoufa	SN
3657	Ndouf	SN
3658	Ndosse Mbadiok	SN
3659	Ndorong Log	SN
3660	Ndorong	SN
3661	Ndorong	SN
3662	Ndorobe	SN
3663	Ndorna	SN
3664	Ndorhle	SN
3665	Ndorbos	SN
3666	Ndop Gadiaga	SN
3667	Ndong	SN
3668	Ndondol	SN
3669	Ndomor	SN
3670	Ndombolokh	SN
3671	Ndonbo	SN
3672	Ndombil	SN
3673	Ndom	SN
3674	Ndolor	SN
3675	Ndoukhoura Seun	SN
3676	Ndokmani	SN
3677	Ndoitse	SN
3678	Ndoguene	SN
3679	Ndogor	SN
3680	Ndogadou	SN
3681	Ndogne	SN
3682	Ndogka	SN
3683	Ndogadou	SN
3684	Ndoga	SN
3685	Ndofongon	SN
3686	Ndofene	SN
3687	Ndofene	SN
3688	Ndofene	SN
3689	Ndofane Latir	SN
3690	Ndofane	SN
3691	Ndofane	SN
3692	Ndofane	SN
3693	Ndofane	SN
3694	Ndofane	SN
3695	Ndofane	SN
3696	Ndofane	SN
3697	Ndofane	SN
3698	Ndof	SN
3699	Ndodj	SN
3700	Ndodj	SN
3701	Ndodj	SN
3702	Ndod	SN
3703	Ndjouki	SN
3704	Ndiougoup	SN
3705	Ndjima	SN
3706	Ndjiling	SN
3707	Ndjarno	SN
3708	Ndiyene	SN
3709	Nditi	SN
3710	Nditakh	SN
3711	Ndirene	SN
3712	Ndirene	SN
3713	Ndiakhaye	SN
3714	Ndioyene	SN
3715	Ndiourki	SN
3716	Foret Classee de Ndioum Walo	SN
3717	Ndioum Guent	SN
3718	Foret Classee de Ndioum Dieri	SN
3719	Ndioumane	SN
3720	Ndioum	SN
3721	Ndioum	SN
3722	Ndioum	SN
3723	Ndiouli	SN
3724	Ndiouguene	SN
3725	Ndiouga Drame	SN
3726	Ndoufene	SN
3727	Ndioufene	SN
3728	Ndioudiouf	SN
3729	Ndioub Nane Ouolof	SN
3730	Ndioubene Galo	SN
3731	Ndioubene	SN
3732	Ndioubene	SN
3733	Ndioube	SN
3734	Ndiot Khol	SN
3735	Ndiot	SN
3736	Ndiossi	SN
3737	Ndiorol	SN
3738	Ndiorokh Mbot	SN
3739	Ndiorhoba	SN
3740	Ndiop Sisse	SN
3741	Ndiop	SN
3742	Ndiop	SN
3743	Ndionguene	SN
3744	Ndionguene	SN
3745	Ndiongo	SN
3746	Ndione Tigom	SN
3747	Ndione Kad	SN
3748	Ndione Kad	SN
3749	Ndione Guel	SN
3750	Ndiompi	SN
3751	Ndiom Gaye	SN
3752	Ndiomdi	SN
